ID,AVG_RESPONSE,PRODUCTION,CONSUME,CONSUME_OTHERS,LEADERSHIP
43114731,0.0,0.011119759813188036,0.0,0.23351495607694875,0.9687511551267802
1405534545,0.34166667,0.0,0.022239519626376072,0.0,0.9786939694046215
640881322,0.33333334,0.0,0.011119759813188036,0.0,0.9826395306259872
1416963334,0.35,0.0,0.011119759813188036,0.0,0.9826395306259872
2189419908,0.31944445,0.0,0.033359279439564106,0.0,1.2288377750900186
1664876423,0.4,0.0,0.011119759813188036,0.0,0.9826395306259872
242461431,0.43333334,0.0,0.011119759813188036,0.0,0.9826395306259872
2154517987,0.46666667,0.0,0.011119759813188036,0.0,0.9826395306259872
8009487,0.5,0.0,0.011119759813188036,0.0,0.9826395306259872
1286978309,0.5,0.0,0.011119759813188036,0.0,0.9826395306259872
1253966502,0.5,0.0,0.011119759813188036,0.0,0.9826395306259872
1115502027,0.51666665,0.0,0.011119759813188036,0.0,0.9826395306259872
333539626,0.51666665,0.0,0.011119759813188036,0.0,0.9826395306259872
655536053,0.53333336,0.0,0.011119759813188036,0.0,0.9826395306259872
342403943,0.55,0.0,0.011119759813188036,0.0,0.9826395306259872
185066047,0.56666666,0.0,0.011119759813188036,0.0,0.9826395306259872
20876528,0.56666666,0.0,0.011119759813188036,0.0,0.9826395306259872
18226038,0.5833333,0.0,0.011119759813188036,0.0,0.9826395306259872
1261596877,0.5833333,0.0,0.011119759813188036,0.0,0.9826395306259872
3416684,0.0,0.011119759813188036,0.0,0.3780718336483932,0.9906232534488861
2094237957,0.15,0.0,0.011119759813188036,0.0,0.9947906963605443
2679047540,0.2,0.0,0.011119759813188036,0.0,0.9947906963605443
1673501618,0.19638889,0.0,0.055598799065940174,0.0,1.1151595865830004
2047663372,0.25,0.0,0.011119759813188036,0.0,0.9947906963605443
1073379669,0.26666668,0.0,0.011119759813188036,0.0,0.9947906963605443
1984762017,0.31666666,0.0,0.011119759813188036,0.0,0.9947906963605443
280293562,0.41666666,0.0,0.011119759813188036,0.0,0.9947906963605443
2581410219,0.43333334,0.0,0.011119759813188036,0.0,0.9947906963605443
1470663024,0.45,0.0,0.011119759813188036,0.0,0.9947906963605443
2037261054,0.46666667,0.0,0.011119759813188036,0.0,0.9947906963605443
1389581047,0.51666665,0.0,0.011119759813188036,0.0,0.9947906963605443
2330238036,0.6,0.0,0.011119759813188036,0.0,0.9947906963605443
1472401796,0.6166667,0.0,0.011119759813188036,0.0,0.9947906963605443
2239805011,0.71666664,0.0,0.011119759813188036,0.0,0.9947906963605443
1929241253,0.73333335,0.0,0.011119759813188036,0.0,0.9947906963605443
233703608,0.8333333,0.0,0.011119759813188036,0.0,0.9947906963605443
213906252,0.8333333,0.0,0.011119759813188036,0.0,0.9947906963605443
2310623879,0.8833333,0.0,0.011119759813188036,0.0,0.9947906963605443
1368587648,0.95,0.0,0.011119759813188036,0.0,0.9947906963605443
27113807,1.175,0.0,0.022239519626376072,0.0,0.6942709493946444
1101919023,1.0166667,0.0,0.011119759813188036,0.0,0.9947906963605443
1992274679,1.0166667,0.0,0.011119759813188036,0.0,0.9947906963605443
38734184,1.05,0.0,0.011119759813188036,0.0,0.9947906963605443
192107995,1.1,0.0,0.011119759813188036,0.0,0.9947906963605443
456151841,1.1166667,0.0,0.011119759813188036,0.0,0.9947906963605443
2846004559,1.1333333,0.0,0.011119759813188036,0.0,0.9947906963605443
2720154900,1.2,0.0,0.011119759813188036,0.0,0.9947906963605443
1478340277,1.2333333,0.0,0.011119759813188036,0.0,0.9947906963605443
2272319845,1.3833333,0.0,0.011119759813188036,0.0,0.9947906963605443
1789091416,1.4,0.0,0.011119759813188036,0.0,0.9947906963605443
1535120715,1.4833333,0.0,0.011119759813188036,0.0,0.9947906963605443
358332601,1.55,0.0,0.011119759813188036,0.0,0.9947906963605443
39173200,1.65,0.0,0.011119759813188036,0.0,0.9947906963605443
190141576,1.6833333,0.0,0.011119759813188036,0.0,0.9947906963605443
787132,0.0,0.022239519626376072,0.0,2.0015567663738465,0.08862171381731047
1723898520,0.33333334,0.0,0.011119759813188036,0.0,0.49367872989850825
